family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,identificationRemarks,identifiedBy,previousIdentifications,typeStatus,catalogNumber,occurrenceID,associatedMedia,occurrenceRemarks,recordedBy,basisOfRecord,institutionCode,collectionCode,country,countryCode,stateProvince,county,locality,verbatimLocality,decimalLatitude,decimalLongitude,eventDate,fieldNumber,RDF_path,IMAGE_path,mediaLink
Asteraceae,Senecio,albanensis,,Senecio albanensis DC.,DC.,,,,"
Senecio albanensis DC.",,P00119530,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00119530,http://imager.mnhn.fr/imager3/w400/media/1441343051612gWkSWQme6NrQ3vtR,,"Dyer, R.A.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,"Pietermaritzburg, on Richmond road overlooking Bisley",,,1940-1-9,4122,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00119530.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00119530.jpg,http://mediaphoto.mnhn.fr/media/1441343051612gWkSWQme6NrQ3vtR
Fabaceae,Millettia,richardiana,,Millettia richardiana (Baill.) Du Puy & Labat,(Baill.) Du Puy & Labat,,,Du Puy & Labat,"
Millettia richardiana (Baill.) Du Puy & Labat",,P0005849,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0005849,http://imager.mnhn.fr/imager3/w400/media/1441333654406Wsh0Vud7zQSEKEAe,,Réserves Naturelles Madagascar|Ramamonjisoa,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Ankarafantsika, Canton Tsaramandroso, District Ambato-Boeni",-16.18333,47.08333,1950-11-23,2079 rn,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0005849.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0005849.jpg,http://mediaphoto.mnhn.fr/media/1441333654406Wsh0Vud7zQSEKEAe
Asteraceae,Aspilia,kotschyi,alba,Aspilia kotschyi (Sch.Bip. ex Hochst.) Oliv. var. alba Berhaut,Berhaut,varietas,,,"
Aspilia kotschyi (Sch.Bip. ex Hochst.) Oliv.",,P00072782,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00072782,http://imager.mnhn.fr/imager3/w400/media/1441343160305margSptPJVsfR3kA,,"Fotius, G.",PreservedSpecimen,MNHN,P,Cameroun,cm,,,,Maari à 12 km ENE du Pont du Mayo Boki,,,1975-11-2,2383,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00072782.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00072782.jpg,http://mediaphoto.mnhn.fr/media/1441343160305margSptPJVsfR3kA
Orchidaceae,Jumellea,peyrotii,,Jumellea peyrotii Bosser,Bosser,,,Bosser,,isotype,P00094224,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00094224,http://imager.mnhn.fr/imager3/w400/media/1442483349168mrBML0OWx9V6S340,,"Bosser, J.|Peyrot, J.P.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Route Moramanga-Anosibe, forêt ombrophyle d'altitude 900 m",,,1963-3,16779,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00094224.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00094224.jpg,http://mediaphoto.mnhn.fr/media/1442483349168mrBML0OWx9V6S340
Asteraceae,Bidens,steppia,,Bidens steppia (Steetz) Sherff,(Steetz) Sherff,,,,"
Bidens steppia (Steetz) Sherff",,P00091564,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00091564,http://imager.mnhn.fr/imager3/w400/media/1441343141751Sz5nm3Rf5TnyAjYH,,"Kassner, T.",PreservedSpecimen,MNHN,P,Zaïre,cd,,,,Ruzizi valley,,,1908-7-23,3182,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00091564.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00091564.jpg,http://mediaphoto.mnhn.fr/media/1441343141751Sz5nm3Rf5TnyAjYH
Linaceae,Linum,catharticum,,Linum catharticum L.,L.,,,Sag,"
Linum catharticum L.",,P035027,http://coldb.mnhn.fr/catalognumber/mnhn/p/p035027,http://imager.mnhn.fr/imager3/w400/media/1441437673135akOAPdmZcthC0G5H,même part que P35028 et    P35029,"Sag, G.",PreservedSpecimen,MNHN,P,France,fr,05 Hautes-Alpes,Orcières,,"Orcières : Les Quartiers, lit du Drac",,,1980-7-13,2205,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P035027.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P035027.jpg,http://mediaphoto.mnhn.fr/media/1441437673135akOAPdmZcthC0G5H
Pteridophyta,Phlegmariurus,trigonus,,Phlegmariurus trigonus (C.Chr.) A.R.Field & Bostock,(C.Chr.) A.R.Field & Bostock,,,,"
Huperzia trigona (C.Chr.) Tardieu | Huperzia trigona (C.Chr.) Tardieu | Huperzia trigona (C.Chr.) Tardieu",,P00100174,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00100174,http://imager.mnhn.fr/imager3/w400/media/1441294937407Jieed48Xqjl59P4x,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,antsiranana,P.N. de la Montagne d'Ambre,,-12.51667,49.15,1992-4-1,1649,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00100174.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00100174.jpg,http://mediaphoto.mnhn.fr/media/1441294937407Jieed48Xqjl59P4x
Myrtaceae,Syzygium,borbonicum,,Syzygium borbonicum J.Guého & A.J.Scott,J.Guého & A.J.Scott,,,Byng,"
Eugenia paniculata Lam. | Syzygium borbonicum J.Guého & A.J.Scott | Eugenia paniculata Lam.",,P00121699,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00121699,http://imager.mnhn.fr/imager3/w400/media/1442339614939DvSqgyEmNMGQLuXZ,,"Commerson, P.",PreservedSpecimen,MNHN,P,Ile Bourbon [Réunion),re,974 Réunion,,,,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00121699.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00121699.jpg,http://mediaphoto.mnhn.fr/media/1442339614939DvSqgyEmNMGQLuXZ
Fabaceae,Phyllodium,vestitum,,Phyllodium vestitum Benth.,Benth.,,,Ohashi,"
Phyllodium vestitum Benth.",,P00093352,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00093352,http://imager.mnhn.fr/imager3/w400/media/1441330069286QTgWLUE9muj5R4rz,,"Schmid, M.",PreservedSpecimen,MNHN,P,Vietnam,vn,,,,sommet du Chu Keh (Darlac),,,1949-12,762,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00093352.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00093352.jpg,http://mediaphoto.mnhn.fr/media/1441330069286QTgWLUE9muj5R4rz
Ranunculaceae,Adonis,sibirica,,Adonis sibirica Patrin ex Ledeb.,Patrin ex Ledeb.,,,,"
Adonis sibirica Patrin ex Ledeb.",,P00164311,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00164311,http://imager.mnhn.fr/imager3/w400/media/1441326760822IAs8PxBPw509948i,,"Richard, L.C.",PreservedSpecimen,MNHN,P,,ru,,,,Sibérie : Nertschinsk,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00164311.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00164311.jpg,http://mediaphoto.mnhn.fr/media/1441326760822IAs8PxBPw509948i
Acanthaceae,Ecbolium,benoistii,,Ecbolium benoistii Vollesen,Vollesen,,,Vollesen,,holotype,P00083797,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00083797,http://imager.mnhn.fr/imager3/w400/media/1442423683508oMTrapF2anLmbetf,,"Humbert, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Cap Sainte-Marie (extrême Sud) et ses abords.,,,1947-2,20328,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00083797.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00083797.jpg,http://mediaphoto.mnhn.fr/media/1442423683508oMTrapF2anLmbetf
Myrtaceae,Tristaniopsis,guillainii,guillainii,Tristaniopsis guillainii Vieill. ex Brongn. & Gris var. guillainii Vieill. ex Brongn. & Gris,Vieill. ex Brongn. & Gris,varietas,,Dawson,"
Tristaniopsis guillainii Vieill. ex Brongn. & Gris",,P00113820,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00113820,http://imager.mnhn.fr/imager3/w400/media/14414204401333kcYiWQnQAZedCCc,,"Suprin, B.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Tipindjé : Mont Cantaloupaï (versant Nord),,,1983-9-16,2252,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00113820.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00113820.jpg,http://mediaphoto.mnhn.fr/media/14414204401333kcYiWQnQAZedCCc
Euphorbiaceae,Bocquillonia,spicata,,Bocquillonia spicata Baill.,Baill.,,"Ok., J. McPherson, septembre 1982",Baillon,,lectotype,P00066590,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00066590,http://imager.mnhn.fr/imager3/w400/media/14436670179169fVfELft6s1SYJpz,,"Vieillard, E.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Mont Dore,,,1855/1860,1151,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00066590.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00066590.jpg,http://mediaphoto.mnhn.fr/media/1442804118407iz0SMDwUIk6wUmsj
Fabaceae,Vaughania,cloiselii,,"Vaughania cloiselii (Drake) Du Puy, Labat & Schrire","(Drake) Du Puy, Labat & Schrire",,,"Du Puy, Labat & Schrire","
Vaughania cloiselii (Drake) Du Puy, Labat & Schrire",,P0002117,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0002117,http://imager.mnhn.fr/imager3/w400/media/1441333792737dyqYlfpV1wLQBYVy,,Service Forestier Madagascar,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Angavo-Antanimora, Ambovombe",-24.86667,45.81667,1955-4-5,14355 SF,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0002117.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0002117.jpg,http://mediaphoto.mnhn.fr/media/1441333792737dyqYlfpV1wLQBYVy
Asteraceae,Senecio,mariettae,,Senecio mariettae Muschl.,Muschl.,,,,"
Senecio mariettae Muschl.",,P00126077,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00126077,http://imager.mnhn.fr/imager3/w400/media/1441343191956US2bUbWUol6uT8mU,,"Witte, G.F. de",PreservedSpecimen,MNHN,P,Rwanda,rw,,,,"Volcan Gahinga, versant Ouest",,,1934,1992,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00126077.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00126077.jpg,http://mediaphoto.mnhn.fr/media/1441343191956US2bUbWUol6uT8mU
Pteridophyta,Pteris,lastii,,Pteris lastii C.Chr.,C.Chr.,,,Rakotondrainibe,"
Pteris lastii C.Chr.",,P00064610,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064610,http://imager.mnhn.fr/imager3/w400/media/1441295478626ajoGJNxTckQeytaA,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,ambanja,Réserve Spéciale du Manongarivo,,-14.13333,48.4,1991-10-6,1335,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00064610.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00064610.jpg,http://mediaphoto.mnhn.fr/media/1441295478626ajoGJNxTckQeytaA
Solanaceae,Hyoscyamus,muticus,,Hyoscyamus muticus L.,L.,,,,"
Hyoscyamus muticus L.",,P00058241,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00058241,http://imager.mnhn.fr/imager3/w400/media/1441365375840fZRJj9n4QTBC5yp5,,"Bornmüller, J.F.N.",PreservedSpecimen,MNHN,P,Arabie,sa,,,,Maskat,,,1893-1-25,489,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00058241.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00058241.jpg,http://mediaphoto.mnhn.fr/media/1441365375840fZRJj9n4QTBC5yp5
Menispermaceae,Pachygone,loyaltiensis,,Pachygone loyaltiensis Diels,Diels,,,Forman,"
Pachygone loyaltiensis Diels",,P00096436,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00096436,http://imager.mnhn.fr/imager3/w400/media/1441344546530xt3Uf8FS8BEknXIv,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Yaté,-22.155,166.90556,1993-4-22,46198,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00096436.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00096436.jpg,http://mediaphoto.mnhn.fr/media/1441344546530xt3Uf8FS8BEknXIv
Rutaceae,Ivodea,mahanarica,,Ivodea mahanarica Capuron,Capuron,,"Adansonia, VII, 4, 498 (1967)",Capuron,,isosyntype,P00048308,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00048308,http://imager.mnhn.fr/imager3/w400/media/1442344927934JNnXxPC4lIcOGLbB,,"Service Forestier Madagascar|Capuron, Leg.R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Est (Nord) : Environs Sud d'Andampy, entre Nosiarina et Antsirabe-Nord (route Sambava-Vohémar).",,,1967-3-28,27619 SF,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00048308.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00048308.jpg,http://mediaphoto.mnhn.fr/media/1442344927934JNnXxPC4lIcOGLbB
Orchidaceae,Angraecum,eburneum,superbum,Angraecum eburneum Bory subsp. superbum (Thouars) H.Perrier,(Thouars) H.Perrier,subspecies,,Haevermans,"
Angraecum eburneum Bory",,P00098772,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00098772,http://imager.mnhn.fr/imager3/w400/media/1441308272857VS5VmWet6uC1mxzB,,"Paroisse, G.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Forêt du Vinany-bé, près de Fort-Dauphin",,,1897,26,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00098772.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00098772.jpg,http://mediaphoto.mnhn.fr/media/1441308272857VS5VmWet6uC1mxzB
Papaveraceae,Papaver,hispidum,,Papaver hispidum Lam.,Lam.,,,Sag,"
Papaver hispidum Lam.",,P00043276,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00043276,http://imager.mnhn.fr/imager3/w400/media/1441336417496fMxMy7NbcSZV28EE,"Prélèvement de feuille pour Salavert A., MNHN, 01/2022, demande 173157","Sag, G.",PreservedSpecimen,MNHN,P,Italie,it,sicile,,,Lipari,,,1975-5,1393,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00043276.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00043276.jpg,http://mediaphoto.mnhn.fr/media/1441336417496fMxMy7NbcSZV28EE
Asteraceae,Gymnanthemum,amygdalinum,,Gymnanthemum amygdalinum (Delile) Sch.Bip. Ex Walp.,(Delile) Sch.Bip. Ex Walp.,,,Gostel,"
Vernonia amygdalina Delile | Vernonia amygdalina Delile",,P019696,http://coldb.mnhn.fr/catalognumber/mnhn/p/p019696,http://imager.mnhn.fr/imager3/w400/media/1441342408953OMKY0nJYpxjLTYpV,,"Raynal, J.|Raynal, A.",PreservedSpecimen,MNHN,P,Cameroun,cm,,,,"Ngéchéwé, 32 km NNE Mokolo, forêt classée de Gokoro, rive gauche du Mayo Ngassawé",,,1964-12-29,12783,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P019696.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P019696.jpg,http://mediaphoto.mnhn.fr/media/1441342408953OMKY0nJYpxjLTYpV
Asteraceae,Helichrysum,asperum,albidulum,Helichrysum asperum (Thunb.) Hilliard & B.L.Burtt var. albidulum (DC.) Hill.,(DC.) Hill.,varietas,,,"
Helichrysum asperum (Thunb.) Hilliard & B.L.Burtt",,P034562,http://coldb.mnhn.fr/catalognumber/mnhn/p/p034562,http://imager.mnhn.fr/imager3/w400/media/1441343299170fyvbMu1roVPiOhFA,,"Drège, J.F.",PreservedSpecimen,MNHN,P,Afrique australe,za,,,,Kachu,,,1832-1-16,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P034562.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P034562.jpg,http://mediaphoto.mnhn.fr/media/1441343299170fyvbMu1roVPiOhFA
Acanthaceae,Justicia,boerhaviifolia,,Justicia boerhaviifolia Baron,Baron,,,Benoist,"
Justicia boerhaviifolia Baron",,P00089582,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00089582,http://imager.mnhn.fr/imager3/w400/media/1441350856461ZHOAbbxnXYeXKb0z,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Sud-Ouest: basse vallée de l'Onilahy, bois, rocailles calcaires.",,,1933-5,19261,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00089582.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00089582.jpg,http://mediaphoto.mnhn.fr/media/1441350856461ZHOAbbxnXYeXKb0z
Fabaceae,Codariocalyx,motorius,,Codariocalyx motorius (Houtt.) H.Ohashi,(Houtt.) H.Ohashi,,,Ohashi,"
Codariocalyx motorius (Houtt.) H.Ohashi",,P00096018,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00096018,http://imager.mnhn.fr/imager3/w400/media/1441329999010zh6JPP8UzdFDn5P8,,"Poilane, E.",PreservedSpecimen,MNHN,P,Vietnam,vn,,,,"Annam, prov. Phanrang, à l'est de la gare de Komphra",,,1940-9-28,30633,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00096018.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00096018.jpg,http://mediaphoto.mnhn.fr/media/1441329999010zh6JPP8UzdFDn5P8
Fabaceae,Crotalaria,diosmifolia,,Crotalaria diosmifolia Benth.,Benth.,,,Labat,"
Crotalaria diosmifolia Benth. | Crotalaria diosmifolia Benth.",,P0010824,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0010824,http://imager.mnhn.fr/imager3/w400/media/1441335599035HqizbRNHg7rGOi39,,"Jardin Botanique|Boiteau, P.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Ambatofotsy,-19.08333,47.56667,1938-5-26,3237,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0010824.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0010824.jpg,http://mediaphoto.mnhn.fr/media/1441335599035HqizbRNHg7rGOi39
Orchidaceae,Megastylis,gigas,,Megastylis gigas (Rchb.f.) Schltr.,(Rchb.f.) Schltr.,,,Hallé,"
Megastylis gigas (Rchb.f.) Schltr.",,P00124527,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00124527,http://imager.mnhn.fr/imager3/w400/media/1441307011822GEchaWkfIKcBxjhF,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Sommet Nord du Mt. Kaala,-20.61556,164.38639,1966-12-25,16142,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00124527.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00124527.jpg,http://mediaphoto.mnhn.fr/media/1441307011822GEchaWkfIKcBxjhF
Melastomataceae,Miconia,sp.,,Miconia sp.,,,,Meirelles,,,P00080420,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080420,http://imager.mnhn.fr/imager3/w400/media/1441395349751B5F5cOHHq7YE8j1Y,Projet Pau brasil,"Pignal, M.",PreservedSpecimen,MNHN,P,Brésil,br,bahia,gameleira,,"Itaparica, Gameleira, au dessus du port Bom Despacho, zone non cultivée en bas de pente, proche des habitations",-12.91667,-38.61667,1997-8-7,546,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00080420.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00080420.jpg,http://mediaphoto.mnhn.fr/media/1441395349751B5F5cOHHq7YE8j1Y
Sapotaceae,Capurodendron,antongiliense,,Capurodendron antongiliense Aubrév.,Aubrév.,,,,,isotype,P00109268,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00109268,http://imager.mnhn.fr/imager3/w400/media/1442361348657rKPoX0g5uqvo79aN,,"Service Forestier Madagascar|Capuron, Leg.R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Est: Environs de la Baie d'Antongil, bassin de la Fananehana, massif de Sandrasoa (à l'Est du village d'Abomditavolo), vers 600m d'altitude",,,1954-1-30,8961 SF,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00109268.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00109268.jpg,http://mediaphoto.mnhn.fr/media/1442361348657rKPoX0g5uqvo79aN
Orchidaceae,Gastrorchis,humblotii,schlechteri,Gastrorchis humblotii (Rchb.f.) Schltr. var. schlechteri (H.Perrier) Bosser,(H.Perrier) Bosser,varietas,"in : RBG Kew,Checklist of Monocotyledons,2007",,"
Phaius humblotii Rchb.f. var. schlechteri (H.Perrier) Bosser | Gastrorchis schlechteri H.Perrier",,P00097867,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00097867,http://imager.mnhn.fr/imager3/w400/media/1442454567555hcsk1KdheuKRH7mj,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Centre: province du massif du Tsaratanana, vers 2000 m. d'altitude; à fleuri à Tananarive en 1.1928",,,1923-1,18355,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00097867.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00097867.jpg,http://mediaphoto.mnhn.fr/media/1442454567555hcsk1KdheuKRH7mj
Pteridophyta,Pleopeltis,excavata,,Pleopeltis excavata (Bory ex Willd.) Sledge,(Bory ex Willd.) Sledge,,,Rakotondrainibe,"
Lepisorus excavatus (Bory ex Willd.) Ching",,P00085703,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00085703,http://imager.mnhn.fr/imager3/w400/media/144129511799047hXmDcXzXmaPoiv,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,ambanja,Réserve Spéciale du Manongarivo,,-14.08333,48.28333,1992-2-8,1404,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00085703.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00085703.jpg,http://mediaphoto.mnhn.fr/media/144129511799047hXmDcXzXmaPoiv
Asteraceae,Senecio,sp.,,Senecio sp.,,,,,"
Senecio sp.",,P00119250,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00119250,http://imager.mnhn.fr/imager3/w400/media/1441343047668g7nXnLxLUyCGpL9A,,"Alluaud, C.",PreservedSpecimen,MNHN,P,Kenya,ke,,,,Molo (Maü Escarpment),,,1911-12-10,ke 25,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00119250.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00119250.jpg,http://mediaphoto.mnhn.fr/media/1441343047668g7nXnLxLUyCGpL9A
Pteridophyta,Alsophila,bellisquamata,basilobata,Alsophila bellisquamata (Bonap.) R.M.Tryon var. basilobata (C.Chr.) J.P.Roux,(C.Chr.) J.P.Roux,varietas,,Janssen,"
Cyathea bellisquamata Bonap. var. basilobata C.Chr. | Cyathea bellisquamata Bonap. var. 1tj",,P00085085,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00085085,https://imager.mnhn.fr/imager3/w400/media/1582128053306DT0OkB8RUoTUTJjq,Part 1/3,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,andapa,RNI 12 du Marojejy,,-14.43667,49.74167,1996-10-26,3532,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00085085.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00085085.jpg,https://mediaphoto.mnhn.fr/media/1582128053306DT0OkB8RUoTUTJjq
Hydrostachyaceae,Hydrostachys,multifida,,Hydrostachys multifida A.Juss.,A.Juss.,,,Cusset,"
Hydrostachys longipoda H.Perrier",,P00095284,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00095284,http://imager.mnhn.fr/imager3/w400/media/14424402683779uPVU0jBpT1LjZ1W,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Sur des gneiss dans l'Andrantsay, W de Betafo",,,1921-9,13947,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00095284.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00095284.jpg,http://mediaphoto.mnhn.fr/media/14424402683779uPVU0jBpT1LjZ1W
Fabaceae,Galactia,tenuiflora,,Galactia tenuiflora (Klein ex Willd.) Wight & Arn.,(Klein ex Willd.) Wight & Arn.,,,Du Puy & Labat,"
Galactia tenuiflora (Klein ex Willd.) Wight & Arn.",,P0008333,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0008333,http://imager.mnhn.fr/imager3/w400/media/1441333981805LqUVNBb72KETdbSd,Reçu le 20-05-1890,"Scott-Elliot, G.F.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Fort-Dauphin,-25.03333,47,,2465,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0008333.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0008333.jpg,http://mediaphoto.mnhn.fr/media/1441333981805LqUVNBb72KETdbSd
Cyperaceae,Kyllinga,monocephala,,Kyllinga monocephala Rottb.,Rottb.,,,Camus,"
Kyllinga monocephala Rottb.",,P00065682,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00065682,http://imager.mnhn.fr/imager3/w400/media/1441312544793daVLKK3M7zxs3pbn,,"Thorel, C.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,Cochinchine,,,,462,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00065682.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00065682.jpg,http://mediaphoto.mnhn.fr/media/1441312544793daVLKK3M7zxs3pbn
